CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 154.625 0 0.00412702560425 0.0365592222977 0.357883930206 0.01007604599 0.0214259624481 0.0759830474854 0.13316988945 1.0
23 168.625 0 0.0255200862885 0.110145396529 0.728703975677 0.0537910461426 0.0829389095306 0.182756900787 0.345729827881 1.0
