CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.006 0 0.00751304626465 0.0294804486045 0.188296079636 0.0108091831207 0.0231499671936 0.0580239295959 0.0674910545349 1.0
50 001.006 0 0.1892619133 0.360367025969 5.13028407097 0.203423976898 0.223433971405 0.657883882523 0.883260965347 0.995283018868
25 001.006 0 0.0482020378113 0.119023135214 0.527443885803 0.0708899497986 0.104034900665 0.161140918732 0.25882101059 1.0
