CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.010 0 0.00455594062805 0.0218033134073 0.0738911628723 0.00961804389954 0.0176689624786 0.0382769107819 0.0523009300232 1.0
23 001.010 0 0.0233929157257 0.0898782118099 0.190564870834 0.0397861003876 0.0875859260559 0.143412828445 0.167605161667 1.0
