CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.008 0 0.00618600845337 0.0260752543159 0.0703151226044 0.0109341144562 0.0250959396362 0.0435140132904 0.0556190013885 1.0
23 001.008 0 0.034961938858 0.0924203632442 0.285482883453 0.0550498962402 0.0892939567566 0.128943920135 0.148751974106 1.0
