CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
10 27.4 0 0.00736212730408 0.23630865647 1.6253080368 0.0121250152588 0.113327980042 0.541595697403 0.602453231812 1.0 1.0 0 0 0 0
50 24.5 0 0.0780811309814 1.74741137952 8.74146389961 0.220483064651 1.23934197426 3.64371442795 3.79057693481 0.999526066351 0.999526066351 0 0 0 0
25 26.9 0 0.042249917984 0.787085179503 2.0659790039 0.0676648616791 0.317258119583 1.64112305641 1.8433470726 1.0 1.0 0 0 0 0
