CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 40.5 0 0.000955104827881 0.00285183824139 0.0112779140472 0.00202107429504 0.00250911712646 0.00471806526184 0.00572299957275 1.0
23 89.2 0 0.000854969024658 0.00337811008163 0.0153539180756 0.00192999839783 0.00249195098877 0.00647807121277 0.00838208198547 1.0
