CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
5 8.6 0 0.0131189823151 0.420943382174 1.0605969429 0.0263772010803 0.515945911407 0.920706033707 1.00172495842 1.0
10 12.6 0 0.02512383461 0.584725576734 2.41365194321 0.0380070209503 0.107920885086 1.91500806808 1.98029494286 0.920634920635
