CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
5 003.001 0 0.513975143433 0.588578176498 0.665470838547 0.513975143433 0.591096878052 0.665470838547 0.665470838547 1.0
10 003.001 0 1.25732898712 1.29356637001 1.32153582573 1.25732898712 1.28619909286 1.32153582573 1.32153582573 1.0
