CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
5 001.003 0 0.0443720817566 0.0618663787842 0.0832560062408 0.0443720817566 0.0604898929596 0.0832560062408 0.0832560062408 1.0
10 001.003 0 0.0524370670319 0.097853922844 0.129462003708 0.0798561573029 0.0966248512268 0.129462003708 0.129462003708 1.0
