CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 138.4 0 0.00455594062805 0.0459472934979 0.479140996933 0.0104870796204 0.0235378742218 0.107882022858 0.227354049683 1.0
23 133.8 0 0.0171298980713 0.146129790621 0.968707084656 0.055037021637 0.0948688983917 0.368871927261 0.572630167007 1.0
