CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 136.7 0 0.00594997406006 0.0481783206566 1.02097010612 0.011528968811 0.0250442028046 0.107015132904 0.215104103088 1.0
50 111.9 0 0.0780811309814 0.40764232125 5.13028407097 0.206353902817 0.267013072968 0.843106985092 0.961334943771 0.999553172475
25 131.7 0 0.040206193924 0.163749527551 1.11270189285 0.0672569274902 0.107492923737 0.363927125931 0.580078125 1.0
