CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.003 0 0.00426602363586 0.0241693973541 0.182811975479 0.00957298278809 0.0200259685516 0.0384180545807 0.048406124115 1.0
23 001.003 0 0.0293700695038 0.0881456851959 0.264471054077 0.054976940155 0.0814218521118 0.127043962479 0.173074007034 1.0
