CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
10 32.3 0 0.0055730342865 0.183091686975 0.762607097626 0.00878000259399 0.0944499969482 0.44359588623 0.540529966354 1.0 1.0 0 0 0 0
50 27.6 0 0.165792942047 1.58498018634 5.30578875542 0.274910926819 0.872555971146 3.66266727448 4.54505825043 0.991961414791 0.991961414791 0 0 0 0
25 31.9 0 0.0284988880157 0.648526436857 2.22747325897 0.0892689228058 0.336047172546 1.68299102783 1.90157842636 1.0 1.0 0 0 0 0
