CUs RPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 9.9 0 0.817481040955 0.964775629718 1.34302020073 0.883390903473 0.934448003769 1.12638902664 1.14727187157 1.0
50 53.8 0 0.0294981002808 0.919657561859 1.51254200935 0.827761173248 0.938342809677 1.10929298401 1.13036680222 0.99907063197
25 25.2 0 0.154683113098 0.961081606055 1.46014308929 0.855373859406 0.947107076645 1.11305093765 1.13491106033 1.0
