CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
5 4.8 0 0.18158698082 0.730517824491 1.14769220352 0.527485132217 0.733817100525 0.92621088028 1.09394598007 1.0 1.0 0 0 0 0
10 4.2 0 0.730509996414 1.08432420095 1.59625387192 0.786622047424 0.986289024353 1.47718286514 1.5063214302 1.0 1.0 0 0 0 0
