CUs SPPS ERROR MIN AVG MAX P10 P50 P90 P95 APDEX E G F P U
10 28.6 0 0.0570769309998 0.232446417942 0.772850990295 0.129461050034 0.214762926102 0.318565130234 0.444501161576 1.0 1.0 0 0 0 0
23 26.8 0 0.0641279220581 0.733250424933 2.66968727112 0.341027021408 0.583646059036 1.84942817688 2.02667546272 1.0 1.0 0 0 0 0
