CUs STEP ERROR MIN AVG MAX P10 P50 P90 P95 APDEX
10 001.005 0 0.841826915741 0.909280776978 1.00302219391 0.869004011154 0.90202498436 1.00302219391 1.00302219391 1.0
50 001.005 0 0.772516965866 0.914715228081 1.1332859993 0.817818164825 0.917473077774 1.01426887512 1.05657196045 1.0
25 001.005 0 0.764425992966 0.917793922425 1.06483602524 0.834682941437 0.919816970825 1.0380461216 1.04125595093 1.0
